sentence_id,SNR_dB,theoretical_BER,measured_BER,natural_task_correct,semantic_task_correct,original_text,noisy_text
26,4,0.0125008180407376,0.0110294117647059,1,1,Germany has eighty million people.,"GermAny `as eighdy million people."
26,5,0.00595386714777866,0.00735294117647059,0,1,Germany has eighty million people.,"Germ?n} has eighty million people."
26,10,3.87210821552204e-06,0,1,1,Germany has eighty million people.,"Germany has eighty million people."
26,15,9.12395736262809e-16,0,1,1,Germany has eighty million people.,"Germany has eighty million people."
26,20,1.04424379188127e-45,0,1,1,Germany has eighty million people.,"Germany has eighty million people."
26,25,7.30696918464799e-140,0,1,1,Germany has eighty million people.,"Germany has eighty million people."
26,30,0,0,1,1,Germany has eighty million people.,"Germany has eighty million people."
27,0,0.0786496035251426,0.0769230769230769,0,1,Tokyo is located in Japan.,"TokyO*is$,mc!teF$)o&Zapann"
27,1,0.0562819519765415,0.0576923076923077,0,1,Tokyo is located in Japan.,"Tokyo is eobap-e mn JA1aN."
27,2,0.037506128358926,0.0384615384615385,0,1,Tokyo is located in Japan.,"Toky{?Is located i??Jipan?"
27,3,0.0228784075610853,0.0240384615384615,0,1,Tokyo is located in Japan.,"Tokyg is loca?wd in Japan?"
27,4,0.0125008180407376,0.0144230769230769,1,1,Tokyo is located in Japan.,"TokyO is loccved in Japan."
27,5,0.00595386714777866,0.00480769230769231,1,1,Tokyo is located in Japan.,"Tokyo is located`in Japan."
27,10,3.87210821552204e-06,0,1,1,Tokyo is located in Japan.,"Tokyo is located in Japan."
27,15,9.12395736262809e-16,0,1,1,Tokyo is located in Japan.,"Tokyo is located in Japan."
27,20,1.04424379188127e-45,0,1,1,Tokyo is located in Japan.,"Tokyo is located in Japan."
27,25,7.30696918464799e-140,0,1,1,Tokyo is located in Japan.,"Tokyo is located in Japan."
27,30,0,0,1,1,Tokyo is located in Japan.,"Tokyo is located in Japan."
28,0,0.0786496035251426,0.0769230769230769,0,1,Japan is an island nation.,"Japk.?is?qn hsla?$!fATicn."
28,1,0.0562819519765415,0.0576923076923077,0,1,Japan is an island nation.,"Jeran0a3""a\?islqnd natiol."
28,2,0.037506128358926,0.0384615384615385,0,1,Japan is an island nation.,"Bapan Is an$ichand natI/f."
28,3,0.0228784075610853,0.0240384615384615,0,1,Japan is an island nation.,"Japan is ao islQnd natko?."
28,4,0.0125008180407376,0.0144230769230769,0,1,Japan is an island nation.,"Jatan is an islafd natio?."
28,5,0.00595386714777866,0.00480769230769231,1,1,Japan is an island nation.,"Japan is aN island nation."
28,10,3.87210821552204e-06,0,1,1,Japan is an island nation.,"Japan is an island nation."
28,15,9.12395736262809e-16,0,1,1,Japan is an island nation.,"Japan is an island nation."
28,20,1.04424379188127e-45,0,1,1,Japan is an island nation.,"Japan is an island nation."
28,25,7.30696918464799e-140,0,1,1,Japan is an island nation.,"Japan is an island nation."
28,30,0,0,1,1,Japan is an island nation.,"Japan is an island nation."
29,0,0.0786496035251426,0.0803571428571429,0,1,Rome has many ancient ruins.,"Ro-e `a3 ?aly a^?xe?t bukjsh"
29,1,0.0562819519765415,0.0580357142857143,0,1,Rome has many ancient ruins.,"Rome0has -!mx?anci?np0ruinr&"
29,2,0.037506128358926,0.0357142857142857,0,1,Rome has many ancient ruins.,"Ro-e ias many0AncienT rwkn?."
29,3,0.0228784075610853,0.0223214285714286,0,1,Rome has many ancient ruins.,"Zome)has many ancient zuins*"
29,4,0.0125008180407376,0.0133928571428571,1,1,Rome has many ancient ruins.,"Rome ias?many ancient?ruins."
29,5,0.00595386714777866,0.00446428571428571,0,1,Rome has many ancient ruins.,"Rome has many ancient rui~s."
29,10,3.87210821552204e-06,0,1,1,Rome has many ancient ruins.,"Rome has many ancient ruins."
29,15,9.12395736262809e-16,0,1,1,Rome has many ancient ruins.,"Rome has many ancient ruins."
29,20,1.04424379188127e-45,0,1,1,Rome has many ancient ruins.,"Rome has many ancient ruins."
29,25,7.30696918464799e-140,0,1,1,Rome has many ancient ruins.,"Rome has many ancient ruins."
29,30,0,0,1,1,Rome has many ancient ruins.,"Rome has many ancient ruins."
30,0,0.0786496035251426,0.0791666666666667,0,1,Italy produces excellent wine.,"?tal??pro?5ces0dxg%hhe*T?winA."
30,1,0.0562819519765415,0.0583333333333333,0,1,Italy produces excellent wine.,"ItAl]`|rod?ces?mxC%?henv wine."
30,2,0.037506128358926,0.0375,0,1,Italy produces excellent wine.,"[taly ?rkduces Excellent ?inM,"
30,3,0.0228784075610853,0.0208333333333333,0,1,Italy produces excellent wine.,"Ita,y$produces excehlent win?."
30,4,0.0125008180407376,0.0125,0,1,Italy produces excellent wine.,"Id?ly produces excelle~t wine."
30,5,0.00595386714777866,0.00416666666666667,0,1,Italy produces excellent wine.,"Italy produces excellent gine."
30,10,3.87210821552204e-06,0,1,1,Italy produces excellent wine.,"Italy produces excellent wine."
30,15,9.12395736262809e-16,0,1,1,Italy produces excellent wine.,"Italy produces excellent wine."
30,20,1.04424379188127e-45,0,1,1,Italy produces excellent wine.,"Italy produces excellent wine."
30,25,7.30696918464799e-140,0,1,1,Italy produces excellent wine.,"Italy produces excellent wine."
30,30,0,0,1,1,Italy produces excellent wine.,"Italy produces excellent wine."
31,0,0.0786496035251426,0.0801282051282051,0,1,The server runs Linux operating system.,"Thd ;ejvdr`rung Hinqx o`erApi?g?{qRdei?"
31,1,0.0562819519765415,0.0576923076923077,0,1,The server runs Linux operating system.,"T?e rerwEv runw Lmlex opeRatmn#dSyqTem."
31,2,0.037506128358926,0.0384615384615385,0,1,The server runs Linux operating system.,"T(??server runs Min?x oxarataj' systam&"
31,3,0.0228784075610853,0.0224358974358974,0,1,The server runs Linux operating system.,"The SErvur runs Linux operat?ng?s{sTem."
31,4,0.0125008180407376,0.0128205128205128,0,1,The server runs Linux operating system.,"The!sezver runw Linuy operating system."
31,5,0.00595386714777866,0.00641025641025641,1,1,The server runs Linux operating system.,"The server runs Linux operating systuo."
31,10,3.87210821552204e-06,0,1,1,The server runs Linux operating system.,"The server runs Linux operating system."
31,15,9.12395736262809e-16,0,1,1,The server runs Linux operating system.,"The server runs Linux operating system."
31,20,1.04424379188127e-45,0,1,1,The server runs Linux operating system.,"The server runs Linux operating system."
31,25,7.30696918464799e-140,0,1,1,The server runs Linux operating system.,"The server runs Linux operating system."
31,30,0,0,1,1,The server runs Linux operating system.,"The server runs Linux operating system."
32,0,0.0786496035251426,0.0775862068965517,0,1,Linux uses the stable kernel.,"?inuX 5ses tHe SdAbna?oepje?&"
32,1,0.0562819519765415,0.0560344827586207,0,1,Linux uses the stable kernel.,"Lioux`51e? thu stabld ?%?n?l."
32,2,0.037506128358926,0.0387931034482759,0,1,Linux uses the stable kernel.,"linu8`?ses""thg sTafle cernel."
32,3,0.0228784075610853,0.021551724137931,0,1,Linux uses the stable kernel.,"Minu? uses the stabne?keRnel."
32,4,0.0125008180407376,0.0129310344827586,0,1,Linux uses the stable kernel.,"Lin5x uses the stable?kerneln"
32,5,0.00595386714777866,0.00431034482758621,1,1,Linux uses the stable kernel.,"Linux uses the st!ble kernel."
32,10,3.87210821552204e-06,0,1,1,Linux uses the stable kernel.,"Linux uses the stable kernel."
32,15,9.12395736262809e-16,0,1,1,Linux uses the stable kernel.,"Linux uses the stable kernel."
32,20,1.04424379188127e-45,0,1,1,Linux uses the stable kernel.,"Linux uses the stable kernel."
32,25,7.30696918464799e-140,0,1,1,Linux uses the stable kernel.,"Linux uses the stable kernel."
32,30,0,0,1,1,Linux uses the stable kernel.,"Linux uses the stable kernel."
33,0,0.0786496035251426,0.0795454545454545,0,1,The kernel manages system memory.,"T`g?kerna? }ana?es({xktmm`meeojy?"
33,1,0.0562819519765415,0.0568181818181818,0,1,The kernel manages system memory.,"The +erne?!m1n`gas w9s4e- memOr?&"
33,2,0.037506128358926,0.0378787878787879,0,1,The kernel manages system memory.,"T|e""ke?nel ma.ages`sysvem m%ooryn"
33,3,0.0228784075610853,0.0227272727272727,0,1,The kernel manages system memory.,"The kepnul }anages sywtem memorq&"
33,4,0.0125008180407376,0.0113636363636364,0,1,The kernel manages system memory.,"Th? kurnel mAnages system memory."
33,5,0.00595386714777866,0.00757575757575758,0,1,The kernel manages system memory.,"Tle kernel manages system memkry."
33,10,3.87210821552204e-06,0,1,1,The kernel manages system memory.,"The kernel manages system memory."
33,15,9.12395736262809e-16,0,1,1,The kernel manages system memory.,"The kernel manages system memory."
33,20,1.04424379188127e-45,0,1,1,The kernel manages system memory.,"The kernel manages system memory."
33,25,7.30696918464799e-140,0,1,1,The kernel manages system memory.,"The kernel manages system memory."
33,30,0,0,1,1,The kernel manages system memory.,"The kernel manages system memory."
34,0,0.0786496035251426,0.0775862068965517,0,1,Memory stores important data.,"Muaor9 stmbgrpaiRoRtanw data&"
34,1,0.0562819519765415,0.0560344827586207,0,1,Memory stores important data.,"Oem?ry sdoves impmvtalu4da6a."
34,2,0.037506128358926,0.0387931034482759,0,1,Memory stores important data.,"M`mmry ctores Impnbtan? d`ta."
34,3,0.0228784075610853,0.021551724137931,1,1,Memory stores important data.,"Memory s|kses impoptan4 data."
34,4,0.0125008180407376,0.0129310344827586,1,1,Memory stores important data.,"Memory storeq?important data."
34,5,0.00595386714777866,0.00431034482758621,1,1,Memory stores important data.,"Memory?stores important data."
34,10,3.87210821552204e-06,0,1,1,Memory stores important data.,"Memory stores important data."
34,15,9.12395736262809e-16,0,1,1,Memory stores important data.,"Memory stores important data."
34,20,1.04424379188127e-45,0,1,1,Memory stores important data.,"Memory stores important data."
34,25,7.30696918464799e-140,0,1,1,Memory stores important data.,"Memory stores important data."
34,30,0,0,1,1,Memory stores important data.,"Memory stores important data."
35,0,0.0786496035251426,0.0801282051282051,0,1,Data flows through network connections.,"Ta?e&flOws$th8ougl""netw/b?""?knnqcpioo{:"
35,1,0.0562819519765415,0.0576923076923077,0,1,Data flows through network connections.,"?eta dlows*tHroqo( ?edw'rk!connecpI?ns."
35,2,0.037506128358926,0.0384615384615385,0,1,Data flows through network connections.,"Da|a `lows tjR?ugx?natwork cojnectinns."
35,3,0.0228784075610853,0.0224358974358974,0,1,Data flows through network connections.,"Data flow{ through networK`conneCtaonz."
35,4,0.0125008180407376,0.0128205128205128,0,1,Data flows through network connections.,"Data flOws through Network c?nnebtions."
35,5,0.00595386714777866,0.00641025641025641,0,1,Data flows through network connections.,"?ata glows through network connections."
35,10,3.87210821552204e-06,0,0,1,Data flows through network connections.,"Data flows through network connections."
35,15,9.12395736262809e-16,0,0,1,Data flows through network connections.,"Data flows through network connections."
35,20,1.04424379188127e-45,0,0,1,Data flows through network connections.,"Data flows through network connections."
35,25,7.30696918464799e-140,0,0,1,Data flows through network connections.,"Data flows through network connections."
35,30,0,0,0,1,Data flows through network connections.,"Data flows through network connections."
36,0,0.0786496035251426,0.0798611111111111,0,1,Networks connect multiple computers.,"Nepwozks?annne?t?mu|tiqle ?oE@4tlr?,"
36,1,0.0562819519765415,0.0555555555555556,0,1,Networks connect multiple computers.,"Nelwo3ks cknnect mUltiple`co?pqteP;?"
36,2,0.037506128358926,0.0381944444444444,0,1,Networks connect multiple computers.,"NeTsorks""ConnEot ?ultip?e cooptters."
36,3,0.0228784075610853,0.0243055555555556,0,1,Networks connect multiple computers.,"n?tworkq(connect multapld computers."
36,4,0.0125008180407376,0.0138888888888889,0,1,Networks connect multiple computers.,"Netsorks!co~nect multip|e computers."
36,5,0.00595386714777866,0.00694444444444444,0,1,Networks connect multiple computers.,"Netwosks connect multiple compupers."
36,10,3.87210821552204e-06,0,1,1,Networks connect multiple computers.,"Networks connect multiple computers."
36,15,9.12395736262809e-16,0,1,1,Networks connect multiple computers.,"Networks connect multiple computers."
36,20,1.04424379188127e-45,0,1,1,Networks connect multiple computers.,"Networks connect multiple computers."
36,25,7.30696918464799e-140,0,1,1,Networks connect multiple computers.,"Networks connect multiple computers."
36,30,0,0,1,1,Networks connect multiple computers.,"Networks connect multiple computers."
37,0,0.0786496035251426,0.0789473684210526,0,1,Computers process digital information.,"?o?Puturs pr/ces??`+?auAl )nFop-c|mo.."
37,1,0.0562819519765415,0.0559210526315789,0,1,Computers process digital information.,"Comt?ders p??cuss ?i?ypalhinFormqt)On."
37,2,0.037506128358926,0.0361842105263158,0,1,Computers process digital information.,"[om0Uter??process d?gitcl informatinn?"
37,3,0.0228784075610853,0.0230263157894737,0,1,Computers process digital information.,"com`uters pzobess!digipal ijformation."
37,4,0.0125008180407376,0.0131578947368421,1,1,Computers process digital information.,"Computers!prmcesq dygital information."
37,5,0.00595386714777866,0.00657894736842105,1,1,Computers process digital information.,"Computers process digitel information?"
37,10,3.87210821552204e-06,0,1,1,Computers process digital information.,"Computers process digital information."
37,15,9.12395736262809e-16,0,1,1,Computers process digital information.,"Computers process digital information."
37,20,1.04424379188127e-45,0,1,1,Computers process digital information.,"Computers process digital information."
37,25,7.30696918464799e-140,0,1,1,Computers process digital information.,"Computers process digital information."
37,30,0,0,1,1,Computers process digital information.,"Computers process digital information."
38,0,0.0786496035251426,0.0801282051282051,0,1,Information requires network bandwidth.,"IN'opmq?ioj?pea?)rgs netwobK banPuy4th."
38,1,0.0562819519765415,0.0576923076923077,0,1,Information requires network bandwidth.,"Inf?rmApion peyuarew ne?w?`k bqndwmdTh,"
38,2,0.037506128358926,0.0384615384615385,0,1,Information requires network bandwidth.,"Inforlation ?euwirgs!netw?pk bcnduIdth."
38,3,0.0228784075610853,0.0224358974358974,0,1,Information requires network bandwidth.,"INfoRmatIol requkres network fandwifth."
38,4,0.0125008180407376,0.0128205128205128,0,1,Information requires network bandwidth.,"I?formation rdquireS n%twork bandwidth."
38,5,0.00595386714777866,0.00641025641025641,0,1,Information requires network bandwidth.,"Ilformatio? requires network bandwidth."
38,10,3.87210821552204e-06,0,1,1,Information requires network bandwidth.,"Information requires network bandwidth."
38,15,9.12395736262809e-16,0,1,1,Information requires network bandwidth.,"Information requires network bandwidth."
38,20,1.04424379188127e-45,0,1,1,Information requires network bandwidth.,"Information requires network bandwidth."
38,25,7.30696918464799e-140,0,1,1,Information requires network bandwidth.,"Information requires network bandwidth."
38,30,0,0,1,1,Information requires network bandwidth.,"Information requires network bandwidth."
39,0,0.0786496035251426,0.0789473684210526,0,1,Bandwidth measures transmission speed.,"BAfdsydth)m%a{wRes tbaNqmirsig.??Tmeb*"
39,1,0.0562819519765415,0.0559210526315789,0,1,Bandwidth measures transmission speed.,"Ra.fwmd?h leas5res trels}i{s??N wxeed."
39,2,0.037506128358926,0.0361842105263158,0,1,Bandwidth measures transmission speed.,"CaJduidth(measuras?t2an{lission(speed."
39,3,0.0228784075610853,0.0230263157894737,1,1,Bandwidth measures transmission speed.,"Bandwidth ldasures$tra.sMissikf speed."
39,4,0.0125008180407376,0.0131578947368421,1,1,Bandwidth measures transmission speed.,"Bandwidth mehsuzes transmissinn speed."
39,5,0.00595386714777866,0.00657894736842105,1,1,Bandwidth measures transmission speed.,"Bandwidth mearures transmmssion speed."
39,10,3.87210821552204e-06,0,1,1,Bandwidth measures transmission speed.,"Bandwidth measures transmission speed."
39,15,9.12395736262809e-16,0,1,1,Bandwidth measures transmission speed.,"Bandwidth measures transmission speed."
39,20,1.04424379188127e-45,0,1,1,Bandwidth measures transmission speed.,"Bandwidth measures transmission speed."
39,25,7.30696918464799e-140,0,1,1,Bandwidth measures transmission speed.,"Bandwidth measures transmission speed."
39,30,0,0,1,1,Bandwidth measures transmission speed.,"Bandwidth measures transmission speed."
40,0,0.0786496035251426,0.0772058823529412,0,1,Speed affects overall performance.,"S0ua` afvect?!ov?rall `EzJOr?anrG."
40,1,0.0562819519765415,0.0551470588235294,0,1,Speed affects overall performance.,"?pe?f afvacts overal?""t?rF??manse."
40,2,0.037506128358926,0.0367647058823529,0,1,Speed affects overall performance.,"Q0eed?afvEcts$ov%raml perfobmince."
40,3,0.0228784075610853,0.0220588235294118,0,1,Speed affects overall performance.,"Sreed affecds ovarall tezfor-ance."
40,4,0.0125008180407376,0.0110294117647059,0,1,Speed affects overall performance.,"Spegd affgctq overall performance."
40,5,0.00595386714777866,0.00735294117647059,0,1,Speed affects overall performance.,"Spged affects kverall performance."
40,10,3.87210821552204e-06,0,1,1,Speed affects overall performance.,"Speed affects overall performance."
40,15,9.12395736262809e-16,0,1,1,Speed affects overall performance.,"Speed affects overall performance."
40,20,1.04424379188127e-45,0,1,1,Speed affects overall performance.,"Speed affects overall performance."
40,25,7.30696918464799e-140,0,1,1,Speed affects overall performance.,"Speed affects overall performance."
40,30,0,0,1,1,Speed affects overall performance.,"Speed affects overall performance."
41,0,0.0786496035251426,0.0785714285714286,0,1,Water boils at one hundred degrees.,"Wata2pboIls""aT(??g&jvndr%` de'peEs."
41,1,0.0562819519765415,0.0571428571428571,0,1,Water boils at one hundred degrees.,"W!t?r bokls At""onE!hUnd?ed""de?rG?s."
41,2,0.037506128358926,0.0392857142857143,0,1,Water boils at one hundred degrees.,"Gater boi|s aT one`lu~Lred`dEgrges."
41,3,0.0228784075610853,0.0214285714285714,0,1,Water boils at one hundred degrees.,"Water boi|s au One ?un?red de?rees."
41,4,0.0125008180407376,0.0142857142857143,0,1,Water boils at one hundred degrees.,"W?ter boils at!one hundred?degrees."
41,5,0.00595386714777866,0.00714285714285714,0,1,Water boils at one hundred degrees.,"Water boils at one?hundred degraes."
41,10,3.87210821552204e-06,0,0,1,Water boils at one hundred degrees.,"Water boils at one hundred degrees."
41,15,9.12395736262809e-16,0,0,1,Water boils at one hundred degrees.,"Water boils at one hundred degrees."
41,20,1.04424379188127e-45,0,0,1,Water boils at one hundred degrees.,"Water boils at one hundred degrees."
41,25,7.30696918464799e-140,0,0,1,Water boils at one hundred degrees.,"Water boils at one hundred degrees."
41,30,0,0,0,1,Water boils at one hundred degrees.,"Water boils at one hundred degrees."
42,0,0.0786496035251426,0.08,0,1,The sun is a bright star.,"?he$sPn?i3 a b?}ghp(rd!r*"
42,1,0.0562819519765415,0.055,0,1,The sun is a bright star.,"Th%$sy~ is ` ""rmgxt Suar."
42,2,0.037506128358926,0.04,0,1,The sun is a bright star.,"The?suo?ks?a bryglu star."
42,3,0.0228784075610853,0.025,1,1,The sun is a bright star.,"The$sun`is a0bricht0star."
42,4,0.0125008180407376,0.015,0,1,The sun is a bright star.,"The`sun is a bright suaz."
42,5,0.00595386714777866,0.005,1,1,The sun is a bright star.,"The sun is a brifht star."
42,10,3.87210821552204e-06,0,1,1,The sun is a bright star.,"The sun is a bright star."
42,15,9.12395736262809e-16,0,1,1,The sun is a bright star.,"The sun is a bright star."
42,20,1.04424379188127e-45,0,1,1,The sun is a bright star.,"The sun is a bright star."
42,25,7.30696918464799e-140,0,1,1,The sun is a bright star.,"The sun is a bright star."
42,30,0,0,1,1,The sun is a bright star.,"The sun is a bright star."
43,0,0.0786496035251426,0.0803571428571429,0,1,Earth orbits around the sun.,"UArph!orf?tc?ajkund t?e!?un."
43,1,0.0562819519765415,0.0580357142857143,0,1,Earth orbits around the sun.,"G`rtl nsbits arounn the&zqf."
43,2,0.037506128358926,0.0357142857142857,0,1,Earth orbits around the sun.,"Uabtl orbits0azouOd The sun."
43,3,0.0228784075610853,0.0223214285714286,0,1,Earth orbits around the sun.,"Ear4h or?its?aroun$ the qun."
43,4,0.0125008180407376,0.0133928571428571,1,1,Earth orbits around the sun.,"Earth""orbits ar?und0the sun."
43,5,0.00595386714777866,0.00446428571428571,1,1,Earth orbits around the sun.,"Earth orbits argund the sun."
43,10,3.87210821552204e-06,0,1,1,Earth orbits around the sun.,"Earth orbits around the sun."
43,15,9.12395736262809e-16,0,1,1,Earth orbits around the sun.,"Earth orbits around the sun."
43,20,1.04424379188127e-45,0,1,1,Earth orbits around the sun.,"Earth orbits around the sun."
43,25,7.30696918464799e-140,0,1,1,Earth orbits around the sun.,"Earth orbits around the sun."
43,30,0,0,1,1,Earth orbits around the sun.,"Earth orbits around the sun."
44,0,0.0786496035251426,0.0773809523809524,0,1,Mars is a red planet.,"?aRs )? a!re| }nangt."
44,1,0.0562819519765415,0.0535714285714286,0,1,Mars is a red planet.,"Mcrw ys?a$re$!pl`ne|."
44,2,0.037506128358926,0.0357142857142857,0,1,Mars is a red planet.,"Marw?is e ved xlanet."
44,3,0.0228784075610853,0.0238095238095238,0,1,Mars is a red planet.,"?ars0is a$red planeT."
44,4,0.0125008180407376,0.0119047619047619,1,1,Mars is a red planet.,"Mars is a ved Planet."
44,5,0.00595386714777866,0.00595238095238095,0,1,Mars is a red planet.,"Ma2s is a red planet."
44,10,3.87210821552204e-06,0,1,1,Mars is a red planet.,"Mars is a red planet."
44,15,9.12395736262809e-16,0,1,1,Mars is a red planet.,"Mars is a red planet."
44,20,1.04424379188127e-45,0,1,1,Mars is a red planet.,"Mars is a red planet."
44,25,7.30696918464799e-140,0,1,1,Mars is a red planet.,"Mars is a red planet."
44,30,0,0,1,1,Mars is a red planet.,"Mars is a red planet."
45,0,0.0786496035251426,0.0806451612903226,0,1,Gravity pulls objects downward.,"Gbatity(p}ld? odjmcLs$d+wlwirD*"
45,1,0.0562819519765415,0.0564516129032258,0,1,Gravity pulls objects downward.,"Grevity(pull?0ncjec4s`d?wnwi?l?"
45,2,0.037506128358926,0.0362903225806452,0,1,Gravity pulls objects downward.,"Gr?wity0p5hls objests dosnward?"
45,3,0.0228784075610853,0.0241935483870968,0,1,Gravity pulls objects downward.,"GseviTy pulls objebvs$downward."
45,4,0.0125008180407376,0.0120967741935484,1,1,Gravity pulls objects downward.,"Gravity rulls objects dow*ward."
45,5,0.00595386714777866,0.00403225806451613,0,1,Gravity pulls objects downward.,"?ravity pulls objects downward."
45,10,3.87210821552204e-06,0,1,1,Gravity pulls objects downward.,"Gravity pulls objects downward."
45,15,9.12395736262809e-16,0,1,1,Gravity pulls objects downward.,"Gravity pulls objects downward."
45,20,1.04424379188127e-45,0,1,1,Gravity pulls objects downward.,"Gravity pulls objects downward."
45,25,7.30696918464799e-140,0,1,1,Gravity pulls objects downward.,"Gravity pulls objects downward."
45,30,0,0,1,1,Gravity pulls objects downward.,"Gravity pulls objects downward."
46,0,0.0786496035251426,0.0775862068965517,0,1,Light travels extremely fast.,"Lko?t?t6av?,? ex6r%-anY?fast."
46,1,0.0562819519765415,0.0560344827586207,0,1,Light travels extremely fast.,"L)?(t""vravemr e?trema?y f`ct."
46,2,0.037506128358926,0.0387931034482759,0,1,Light travels extremely fast.,"Lig(t t2avels""extReme|y?fist>"
46,3,0.0228784075610853,0.021551724137931,1,1,Light travels extremely fast.,"Light(4ravels eztremeLq fast."
46,4,0.0125008180407376,0.0129310344827586,0,1,Light travels extremely fast.,"Liwht tzavels exuremely fast."
46,5,0.00595386714777866,0.00431034482758621,0,1,Light travels extremely fast.,"Light travels extremely fa{t."
46,10,3.87210821552204e-06,0,1,1,Light travels extremely fast.,"Light travels extremely fast."
46,15,9.12395736262809e-16,0,1,1,Light travels extremely fast.,"Light travels extremely fast."
46,20,1.04424379188127e-45,0,1,1,Light travels extremely fast.,"Light travels extremely fast."
46,25,7.30696918464799e-140,0,1,1,Light travels extremely fast.,"Light travels extremely fast."
46,30,0,0,1,1,Light travels extremely fast.,"Light travels extremely fast."
47,0,0.0786496035251426,0.0795454545454545,0,1,Sound requires a physical medium.,"SoEn`4req0mbes A p(yqhc`n?Medi1m?"
47,1,0.0562819519765415,0.0568181818181818,0,1,Sound requires a physical medium.,"?ouoe 2eq?Ir%s a pjybyc?l?oediuM."
47,2,0.037506128358926,0.0378787878787879,0,1,Sound requires a physical medium.,"Soe.D""repuipes i p(ysikal mudium."
47,3,0.0228784075610853,0.0227272727272727,0,1,Sound requires a physical medium.,"Sount re?umres`a Physical mediu-."
47,4,0.0125008180407376,0.0113636363636364,1,1,Sound requires a physical medium.,"Sound requires a p?y?ical meDium."
47,5,0.00595386714777866,0.00757575757575758,1,1,Sound requires a physical medium.,"Sound`requires a physicah medium."
47,10,3.87210821552204e-06,0,1,1,Sound requires a physical medium.,"Sound requires a physical medium."
47,15,9.12395736262809e-16,0,1,1,Sound requires a physical medium.,"Sound requires a physical medium."
47,20,1.04424379188127e-45,0,1,1,Sound requires a physical medium.,"Sound requires a physical medium."
47,25,7.30696918464799e-140,0,1,1,Sound requires a physical medium.,"Sound requires a physical medium."
47,30,0,0,1,1,Sound requires a physical medium.,"Sound requires a physical medium."
48,0,0.0786496035251426,0.0789473684210526,0,1,Energy cannot be completely destroyed.,"Enerey aajjov ?e?r?m0le?el??$?3t?ny!t."
48,1,0.0562819519765415,0.0559210526315789,0,1,Energy cannot be completely destroyed.,"E?erey0caoN?v bg solplatgly0`eqtroyed>"
48,2,0.037506128358926,0.0361842105263158,0,1,Energy cannot be completely destroyed.,"Enerwy canNot be cme`leteli dgctpo}gd."
48,3,0.0228784075610853,0.0230263157894737,0,1,Energy cannot be completely destroyed.,"E.gbgi!cannot be complepely`destroyed."
48,4,0.0125008180407376,0.0131578947368421,0,1,Energy cannot be completely destroyed.,"Energy cann?t Be compdetely des?royed."
48,5,0.00595386714777866,0.00657894736842105,0,1,Energy cannot be completely destroyed.,"Energy cannot be co?pletely dgstroyed."
48,10,3.87210821552204e-06,0,1,1,Energy cannot be completely destroyed.,"Energy cannot be completely destroyed."
48,15,9.12395736262809e-16,0,1,1,Energy cannot be completely destroyed.,"Energy cannot be completely destroyed."
48,20,1.04424379188127e-45,0,1,1,Energy cannot be completely destroyed.,"Energy cannot be completely destroyed."
48,25,7.30696918464799e-140,0,1,1,Energy cannot be completely destroyed.,"Energy cannot be completely destroyed."
48,30,0,0,1,1,Energy cannot be completely destroyed.,"Energy cannot be completely destroyed."
49,0,0.0786496035251426,0.078125,0,1,Time moves only forward.,"?kme motew""o|ly f}?gaz4."
49,1,0.0562819519765415,0.0572916666666667,0,1,Time moves only forward.,"Timg og~?s only!&OvwaRd."
49,2,0.037506128358926,0.0364583333333333,0,1,Time moves only forward.,"Tame ?oves onl? fobw!bd,"
49,3,0.0228784075610853,0.0208333333333333,0,1,Time moves only forward.,"Time loves on?y""fovward."
49,4,0.0125008180407376,0.0104166666666667,0,1,Time moves only forward.,"?ime moves only foRward."
49,5,0.00595386714777866,0.00520833333333333,1,1,Time moves only forward.,"Time movec only forward."
49,10,3.87210821552204e-06,0,1,1,Time moves only forward.,"Time moves only forward."
49,15,9.12395736262809e-16,0,1,1,Time moves only forward.,"Time moves only forward."
49,20,1.04424379188127e-45,0,1,1,Time moves only forward.,"Time moves only forward."
49,25,7.30696918464799e-140,0,1,1,Time moves only forward.,"Time moves only forward."
49,30,0,0,1,1,Time moves only forward.,"Time moves only forward."
50,0,0.0786496035251426,0.08,0,1,Space is incredibly vast.,"Sx`#e i{ iNcvedybl}!?a???"
50,1,0.0562819519765415,0.055,0,1,Space is incredibly vast.,"Spa#e(9s )<?redibly vas|&"
50,2,0.037506128358926,0.04,1,1,Space is incredibly vast.,"Space is?ikcvedicl9?vast."
50,3,0.0228784075610853,0.025,0,1,Space is incredibly vast.,"Spqce ?s inczgdably vast."
50,4,0.0125008180407376,0.015,1,1,Space is incredibly vast.,"Space a{ incredibly?vast."
50,5,0.00595386714777866,0.005,1,1,Space is incredibly vast.,"Space ic incredibly vast."
50,10,3.87210821552204e-06,0,1,1,Space is incredibly vast.,"Space is incredibly vast."
50,15,9.12395736262809e-16,0,1,1,Space is incredibly vast.,"Space is incredibly vast."
50,20,1.04424379188127e-45,0,1,1,Space is incredibly vast.,"Space is incredibly vast."
50,25,7.30696918464799e-140,0,1,1,Space is incredibly vast.,"Space is incredibly vast."
50,30,0,0,1,1,Space is incredibly vast.,"Space is incredibly vast."
